timestamp,algorithm,seed,phase,attack_type,train_episodes,test_episodes,episode,steps,reward_total,reward_mean_per_step,attack_rate_config,legitimate_rate_config,burst_probability_config,source_variation_config,adaptive_shift_config,attack_requests,legitimate_requests,attack_blocked,attack_passed,legitimate_allowed,false_positives,attack_suppression_rate,legitimate_preservation_rate,false_positive_rate,false_negative_rate,service_availability_mean,service_availability_std,mitigation_delay_ms_mean,mitigation_delay_ms_std,attack_intensity_observed_mean,action_no_action_count,action_no_action_ratio,action_rate_limit_count,action_rate_limit_ratio,action_block_suspicious_source_count,action_block_suspicious_source_ratio,action_scale_target_service_count,action_scale_target_service_ratio,action_hybrid_rate_limit_and_scale_count,action_hybrid_rate_limit_and_scale_ratio,host_cpu_percent,host_ram_percent,host_temperature_c,gpu_load_percent,gpu_mem_util_percent,gpu_temperature_c,ddos_attacker_cpu_percent,ddos_attacker_mem_mb,ddos_attacker_mem_limit_mb,ddos_attacker_net_rx_mb,ddos_attacker_net_tx_mb,ddos_target_cpu_percent,ddos_target_mem_mb,ddos_target_mem_limit_mb,ddos_target_net_rx_mb,ddos_target_net_tx_mb,ddos_monitor_cpu_percent,ddos_monitor_mem_mb,ddos_monitor_mem_limit_mb,ddos_monitor_net_rx_mb,ddos_monitor_net_tx_mb
2026-05-03 14:35:24,A2C,42,Early Phase,low_rate_http_flood,150,20,1,80,56924.54756764789,711.5568445955986,0.22,0.78,0.05,0.15,0.05,52446,71388,40630,11816,61757,9631,0.7747015978339625,0.8650893707625932,0.13491062923740685,0.22529840216603744,0.9179771099005242,0.017140862607418473,177.81926505074125,19.959900623201854,0.2285351873988973,0,0.0,0,0.0,0,0.0,0,0.0,80,1.0,25.0,74.0,,nan,30.13,0.0,92.736,9.724,8239.94,376.800686,138.820678,6.053,11.17,8239.94,139.515044,378.697704,0.24,0.5,8239.94,0.399506,0.145368
2026-05-03 14:35:32,A2C,42,Early Phase,low_rate_http_flood,150,20,2,80,56796.72273830217,709.9590342287771,0.22,0.78,0.05,0.15,0.05,52617,71209,40702,11915,61518,9691,0.7735522739798925,0.863907652122625,0.13609234787737506,0.22644772602010757,0.9155238568234964,0.018820393473485967,177.3462053239987,18.929312829480413,0.22772014620588205,0,0.0,0,0.0,0,0.0,0,0.0,80,1.0,22.2,74.3,,nan,31.2,0.0,92.823,8.954,8239.94,380.389163,140.135495,5.665,11.158,8239.94,140.823066,382.271196,0.143,0.504,8239.94,0.405572,0.147596
2026-05-03 14:35:40,A2C,42,Early Phase,low_rate_http_flood,150,20,3,80,57031.403890446425,712.8925486305803,0.22,0.78,0.05,0.15,0.05,53222,71058,41498,11724,61362,9696,0.7797151553868701,0.863548087477835,0.136451912522165,0.22028484461312992,0.920005898464623,0.01766958475450791,181.65095077761194,18.904215999432285,0.23279078079293097,0,0.0,0,0.0,0,0.0,0,0.0,80,1.0,23.5,76.1,,nan,30.81,0.0,92.817,9.085,8239.94,383.906528,141.41842,5.579,11.158,8239.94,142.111025,385.807815,0.2,0.5,8239.94,0.411572,0.149758
2026-05-03 14:35:48,A2C,42,Early Phase,low_rate_http_flood,150,20,4,80,56864.32465949333,710.8040582436666,0.22,0.78,0.05,0.15,0.05,52545,70856,40722,11823,61218,9638,0.7749928632600628,0.8639776448007226,0.1360223551992774,0.2250071367399372,0.9174185882202476,0.01623433677125406,180.72186476743315,19.07844282225197,0.23129249414395056,0,0.0,0,0.0,0,0.0,0,0.0,80,1.0,37.5,75.3,,nan,29.35,0.0,92.339,9.789,8239.94,387.502274,142.72863,5.407,11.17,8239.94,143.444022,389.458104,0.145,0.496,8239.94,0.417572,0.151986
2026-05-03 14:35:57,A2C,42,Early Phase,low_rate_http_flood,150,20,5,80,56639.57652433448,707.994706554181,0.22,0.78,0.05,0.15,0.05,52502,71204,40429,12073,61419,9785,0.7700468553578911,0.8625779450592663,0.13742205494073367,0.22995314464210886,0.9168623915584455,0.014914263632546809,178.97005433241557,17.00763473742238,0.22779988817689062,0,0.0,0,0.0,0,0.0,0,0.0,80,1.0,29.2,73.5,,nan,30.66,0.0,89.569,10.117,8239.94,395.381666,145.62629,10.268,11.198,8239.94,146.801537,398.580705,0.16,0.496,8239.94,0.425105,0.154705
2026-05-03 14:36:06,A2C,42,Early Phase,low_rate_http_flood,150,20,6,80,56814.673152201045,710.1834144025131,0.22,0.78,0.05,0.15,0.05,52345,70643,40561,11784,61101,9542,0.7748782118635973,0.8649264612205031,0.1350735387794969,0.2251217881364027,0.9169683351508844,0.016024825752648342,182.41689205129015,21.21617726596161,0.2306227212933681,0,0.0,0,0.0,0,0.0,0,0.0,80,1.0,44.0,74.5,,nan,31.01,0.0,87.312,11.203,8239.94,405.724106,149.434558,10.233,11.117,8239.94,150.804206,409.439183,0.0,0.487,8239.94,0.431237,0.156933
2026-05-03 14:36:15,A2C,42,Early Phase,low_rate_http_flood,150,20,7,80,56969.68698110398,712.1210872637997,0.22,0.78,0.05,0.15,0.05,52997,71286,41183,11814,61686,9600,0.7770817216068834,0.8653312010773504,0.1346687989226496,0.2229182783931166,0.9170501215485338,0.016251921650821448,180.66709235047404,16.326098893563938,0.23390009809986764,0,0.0,0,0.0,0,0.0,0,0.0,80,1.0,65.6,75.6,,nan,30.66,0.0,93.416,8.95,8239.94,415.294901,152.959131,6.164,11.178,8239.94,153.699633,417.311817,0.142,0.487,8239.94,0.43877,0.159718
2026-05-03 14:36:24,A2C,42,Early Phase,low_rate_http_flood,150,20,8,80,56825.95393999211,710.3244242499014,0.22,0.78,0.05,0.15,0.05,53749,70988,41717,12032,61213,9775,0.7761446724590225,0.8623006705358652,0.1376993294641348,0.2238553275409775,0.9191016115786823,0.01802153234553142,182.6750067882096,22.723279040609068,0.2379429188882689,0,0.0,0,0.0,0,0.0,0,0.0,80,1.0,50.0,75.0,,nan,29.1,0.0,92.975,9.687,8239.94,419.093915,154.352535,5.774,11.19,8239.94,155.085297,421.093359,0.168,0.492,8239.94,0.44477,0.161946
2026-05-03 14:36:33,A2C,42,Early Phase,low_rate_http_flood,150,20,9,80,56635.972117354126,707.9496514669265,0.22,0.78,0.05,0.15,0.05,53625,70805,41453,12172,60964,9841,0.773016317016317,0.8610126403502577,0.13898735964974224,0.226983682983683,0.9175668028184824,0.019137601823794686,181.74648496179256,19.783891308774717,0.23534225918676083,0,0.0,0,0.0,0,0.0,0,0.0,80,1.0,28.6,75.1,,nan,28.91,0.0,92.629,9.658,8239.94,422.857589,155.732439,5.733,11.186,8239.94,156.47075,424.865982,0.0,0.504,8239.94,0.450836,0.164042
2026-05-03 14:36:41,A2C,42,Early Phase,low_rate_http_flood,150,20,10,80,56901.928749763094,711.2741093720387,0.22,0.78,0.05,0.15,0.05,53046,71073,41002,12044,61508,9565,0.7729517777023716,0.8654200610639765,0.13457993893602352,0.22704822229762847,0.9190048429110895,0.01915586640312794,182.63655889479668,19.456810240342175,0.23090528157437107,0,0.0,0,0.0,0,0.0,0,0.0,80,1.0,31.2,75.2,,nan,28.91,0.0,93.042,9.818,8239.94,426.411644,157.029582,5.544,11.174,8239.94,157.71653,428.293332,0.0,0.504,8239.94,0.456902,0.166072
